Country Name,country_code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
San Marino,SMR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,5.254468173,5.433544914,4.9151608,5.025559203,5.416779601,4.604612755,9.747137827,4.921164321,4.696190076,3.896411706,5.758507607,3.255870776,4.531418101,5.699071578,3.256499526
Somalia,SOM,Real interest rate (%),-46.49163711,-8.429496233,-12.08745642,-15.1549635,-34.758746,-8.185365929,-9.693546622,-8.031953548,-21.30189205,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Serbia,SRB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,-1.496566429,-6.638473529,-19.19446991,-1.266712382,-25.67959281,-13.58051313,-8.800701382,-4.318603967,-9.739032101,-6.443934286,-3.963634505,-2.798948339,-0.94273935,-0.917490261,3.31,5.97,6.98,7.38,8.86
Sub-Saharan Africa (excluding high income),SSA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
South Sudan,SSD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,-23.53581405,-16.81025034,61.8826039,-3.321404055
Sub-Saharan Africa,SSF,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Small states,SST,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Sao Tome and Principe,STP,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,22.05496297,12.02941329,13.32256318,10.65963574,14.35814749,20.3479931,4.666162838,21.88163468,14.57760687,17.78736203,11.05462937,13.73325419,13.84071,17.42726177
Suriname,SUR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,-27.48906784,-3.060093386,-19.25435875,-57.52634537,-78.56533991,-62.75419569,21.48900749,31.19040916,8.415014928,-26.7846946,-19.74758257,-9.89407701,-11.10919196,-0.227758123,6.73863741,1.609997479,-16.82617235,6.898239635,-2.874922397,4.851803072,4.099001972,-1.829986334,0.908894422,11.55522213,10.53283896,7.402705034
Slovak Republic,SVK,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Slovenia,SVN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Sweden,SWE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,14.04208369,9.673719997,7.858574452,7.059541831,7.641335837,5.451321159,5.596542673,4.437294487,4.203435428,3.167803897,4.180166696,3.261802119,3.836701048,2.826218266,1.887449349,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Eswatini,SWZ,Real interest rate (%),1.192558663,7.477180664,1.905990998,11.23107153,8.344995713,13.81072803,0.321220231,10.63681617,-8.848824014,11.27877682,-12.18308752,6.654776511,4.256369885,-2.593008256,2.955357885,0.347010857,10.20065033,7.32423589,11.2608265,11.43266667,-9.049525695,3.953806755,5.816532081,8.131186282,7.143820949,3.817847384,6.848736198,7.763103634,3.99160901,1.462218099,6.349809975,3.473535253,0.001495653,1.846377912,1.379663264,3.312899511
Sint Maarten (Dutch part),SXM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Seychelles,SYC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,14.03886349,8.257096462,17.98647998,10.39722794,11.15378621,14.61507621,16.66938208,18.02442683,13.64915387,9.521030372,8.930405483,6.494547703,4.209419023,6.731160157,4.406968392,-11.77667838,9.267881487,8.485235704,-0.810525663,-17.15803003,-9.527437036,17.6593116,6.405684025,3.2510958,7.930086443,9.148743509,10.05830091
Syrian Arab Republic,SYR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Turks and Caicos Islands,TCA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Chad,TCD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
East Asia & Pacific (IDA & IBRD countries),TEA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Europe & Central Asia (IDA & IBRD countries),TEC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Togo,TGO,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,2.719852734,5.272253182,-0.206770052,-6.076437536,3.339914935,4.450337629,4.134463655,3.273636314,3.509354364,5.427112618,1.61823241
Thailand,THA,Real interest rate (%),3.055257043,8.153283418,11.32754779,11.15221596,15.12481298,13.60981725,11.53121579,6.510928117,5.348397416,5.779725927,8.171716429,9.124942558,7.346329001,4.391006807,5.945261762,7.102087274,8.93166038,8.834094764,5.87889883,11.86179246,6.416871607,5.252581151,9.09,7.83,0.949922532,-0.354173197,1.112794602,3.486985687,0.654506895,4.572319805,0.243128639,1.276682032,3.216757125,3.224334982,3.457843171,3.981013973
Tajikistan,TJK,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,-3.878876297,-8.150462962,2.455078029,12.57419374,2.554517454,-3.362205465,-3.56503833,9.355201282,9.725941381,8.062972034,8.246125101,19.97544733,18.86532865,17.72972918
Turkmenistan,TKM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Latin America & the Caribbean (IDA & IBRD countries),TLA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Timor-Leste,TLS,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,-0.467230145,5.694542138,-3.658399106,13.73844082,5.869826378
Middle East & North Africa (IDA & IBRD countries),TMN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Tonga,TON,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.502576466,12.01026812,8.631562574,2.805260187
South Asia (IDA & IBRD),TSA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Sub-Saharan Africa (IDA & IBRD countries),TSS,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Trinidad and Tobago,TTO,Real interest rate (%),-10.37750371,3.880052926,-0.590170571,5.063416057,6.357181309,11.30993046,13.41734148,6.339684357,8.089022701,5.717727551,-2.267652317,11.4180715,23.90090401,6.146590625,2.393764297,10.55721798,13.68894059,19.57039101,19.55281202,12.21293985,3.977794996,12.52283751,18.63956764,0.622840513,0.393330895,-3.721501934,9.032103071,-0.888544432,-9.172622798,54.67772821,-3.061060946,-6.705743095,7.338185567,3.620317407,5.728935462,22.07401687
Taiwan,TWN,Real interest rate (%),1.2416394,2.62034423,7.350672131,5.97409667,2.149559564,-2.07731742,3.105961227,2.700243226,-2.772033113,2.52069312,3.451644667,1.804311854,0.41563512,-3.65137209,-7.989744154,-1.412648187,3.354970473,6.911698894,7.356478446,7.204050341,3.710664082,3.72666389,4.679724345,2.638146636,-1.282811705,1.613277503,2.110577726,-0.259570586,-2.305615343,5.531122909,-1.002401214,-1.402428747,3.585203529,3.755387055,4.522308432,4.353072252
Tunisia,TUN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Turkey,TUR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Tuvalu,TUV,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Tanzania,TZA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,1.583554002,2.329131424,2.479062279,8.62600724,12.27968756,4.712578399,-26.49957712,10.12178781,12.36253164,14.54100202,8.547002752,5.624748515,6.787345317,8.327256062,9.612352709,6.389565193,-1.201762229,5.492230433,4.674687406,2.464304207,4.591413721,5.648641681,9.655733868,7.912936186
Uganda,UGA,Real interest rate (%),-2.63,2.5,5.45,-20.40352836,-2.682174749,-43.7223014,-43.80780446,-52.07387467,-53.44428082,-35.01874021,-3.957209765,6.663524971,-4.106292765,3.3,13.02191888,9.861413109,15.03424725,17.72687057,11.10068608,21.68683165,10.62161427,17.33449568,22.99559284,10.32903873,4.339243937,21.76555229,15.90900435,10.98062354,13.2429703,-34.74344296,13.76121465,11.37349893,21.48807915,19.01463002,15.67738412,16.55466461
Ukraine,UKR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,-90.59538957,-91.72148163,-66.73459834,-56.82517766,8.268450495,26.29107592,37.92865243,21.62683606,11.00145696,20.03346247,19.09263919,8.996081272,1.812917671,-6.383677317,0.275719908,-7.280207364,-8.934742044,7.310138994,1.931117374,1.546056079,9.64012656,11.83064836,1.567106915,-12.28292898
Upper middle income,UMC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Uruguay,URY,Real interest rate (%),6.334440303,24.49742603,32.64777593,24.08629463,15.55591527,10.14536635,12.19787129,11.61396,13.60275329,27.01993521,30.09299455,23.58921171,34.15403885,31.44041481,38.2846468,38.99454008,49.25016117,32.83704373,38.93620634,45.34922516,42.49692396,43.20642138,93.91507815,36.38129894,12.32827868,12.84458558,2.550076114,-0.436648325,4.095474229,6.995333861,5.165714026,0.708327221,2.433400915,3.957639879,5.633873333,6.260350043
United States,USA,Real interest rate (%),5.716390479,8.594619788,8.177347438,6.618160227,8.141088119,6.56332656,6.193860271,5.592237901,5.590382193,6.690686935,6.0397492,4.915346482,3.884238038,3.54561723,4.898309954,6.593996383,6.324073709,6.536614988,7.148191912,6.457134802,6.844844188,4.626756864,3.045071185,2.224101123,1.604588936,2.981356774,4.786447658,5.223405842,3.082411337,2.468828895,2.060736711,1.137338319,1.307083113,1.469299251,1.374742171,2.285696487
Uzbekistan,UZB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,3.762617024,1.723513238,2.962029555
St. Vincent and the Grenadines,VCT,Real interest rate (%),-3.612779977,-8.053420668,2.164934727,4.091376928,6.893900727,9.105794555,6.337807925,2.324780589,10.55993285,5.411708322,6.575785908,2.919402996,6.392837625,16.04776873,9.091355747,9.627908358,7.396156921,9.798587291,7.844223827,9.555429297,11.70626936,4.617282341,10.43691803,15.45205124,5.459968278,6.446814661,6.523723143,1.10989685,9.50233025,10.14255524,4.537113152,9.495932677,8.233349434,7.081820265,9.47998156,6.698818204
"Venezuela, RB",VEN,Real interest rate (%),-2.63,2.5,5.45,3.86,-23.13700399,-0.989593141,9.778566348,-21.07967419,-8.439120212,-35.24239943,-4.380528909,12.93846565,10.20198316,21.46353118,-5.055957991,-7.917595505,-35.31445735,-7.661556204,23.09878633,4.701637098,-3.28587533,13.38442313,2.672189947,-7.218669896,-11.53910259,-9.872293159,-2.058999173,1.434858453,-5.964399617,11.18564461,-18.90855875,-8.583113847,2.034527031,-14.47032296,-16.53997606,8.86
British Virgin Islands,VGB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Virgin Islands (U.S.),VIR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Vietnam,VNM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,12.57720782,2.66,2.86,10.49086664,7.335321062,5.110478713,6.587522338,6.905766654,6.624035466,4.166937119,2.213057918,1.188922339,-6.552887405,2.401517261,1.413637869,-5.616335289,3.627881414,0.946652654,-3.551709174,2.294892164,5.35841613,4.825874155,7.322258132
Vanuatu,VUT,Real interest rate (%),-2.63,0.274700748,8.390331532,14.30227511,4.16088736,19.88625754,19.55376827,-0.908790741,6.599154448,9.912137857,18.48034675,7.012154096,13.09886097,13.6556701,13.3805686,8.618789025,8.242924234,7.097488384,6.084873578,6.99759692,7.511522226,5.006127093,4.407229751,5.060834166,5.377617526,7.017682651,4.214083313,2.253679046,-1.745828976,2.871859007,3.971729501,2.637609369,6.544385316,1.939930113,3.243925535,-2.109879717
World,WLD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Samoa,WSM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,8.926600689,8.797753494,8.443029034,3.939319527,10.4816842,2.249960498,12.80614272,3.737340267,9.415131651,5.537053924,9.472172789,5.997506595,9.19851433,10.18208176,5.105034604
Kosovo,XKX,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,17.72510275,7.494334661,7.028269584,8.829165936,11.42663808,8.871489113,7.665604728
"Yemen, Rep.",YEM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,-3.889803669,8.151436813,28.86967407,-7.027619953,-3.245893657,14.46089947,8.344431367,6.42114879,3.85120363,-0.410914968,3.843901737,6.4069326,-1.975237376,29.2517104,0.175576626,5.830351278,17.57120604,11.7886433,7.38,8.86
South Africa,ZAF,Real interest rate (%),-12.31500349,3.510317779,4.692193997,0.123949049,9.738081866,4.010452223,-2.406256972,-1.728700511,0.159846221,2.225483033,4.7826578,4.02984784,3.786463647,-6.189280332,5.255469727,6.36739524,10.64480937,10.96989892,12.69103362,10.39506698,4.870582387,5.538341433,2.854185516,8.047848389,4.950384359,4.761489203,4.81030228,4.546045669,6.745151503,2.802508977,3.49095979,3.279301223,3.882872998,2.509245497,3.56702763,3.667742833
Zambia,ZMB,Real interest rate (%),-2.024746434,2.184968431,3.166989829,-4.745323586,-3.202506282,-15.96661013,-29.99826895,-25.1937132,-11.97134954,-34.54680202,-34.53904084,-25.77388955,-41.79024398,-12.45596934,-5.634470195,11.42491392,23.67048576,16.97662997,12.7393085,19.15879543,4.66476807,16.67746349,21.61562428,19.52534147,9.196933647,9.909085184,7.517820242,5.240870634,7.613795381,15.63363346,6.112942212,6.951848616,4.821684114,-0.19172,5.821127547,6.179215852
Zimbabwe,ZWE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,7.275010406,0.337748081,9.744210143,7.886025058
